Statistical profiling result from isolate-0x105800000-v8.log, (71385 ticks, 5238 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.0%    0.0%  Function: ~baseClone /Users/danielo/GIT/benchmarks-js/node_modules/lodash/lodash.js:2641:23
      1    0.0%    0.0%  Function: ~baseAssignValue /Users/danielo/GIT/benchmarks-js/node_modules/lodash/lodash.js:2571:29
      1    0.0%    0.0%  Function: ~assocIndexOf /Users/danielo/GIT/benchmarks-js/node_modules/lodash/lodash.js:2508:26
      1    0.0%    0.0%  Function: ~assignValue /Users/danielo/GIT/benchmarks-js/node_modules/lodash/lodash.js:2492:25
      1    0.0%    0.0%  Function: ~arrayMap /Users/danielo/GIT/benchmarks-js/node_modules/lodash/lodash.js:654:20
      1    0.0%    0.0%  Function: ~arrayFilter /Users/danielo/GIT/benchmarks-js/node_modules/lodash/lodash.js:595:23
      1    0.0%    0.0%  Function: ~arrayEach /Users/danielo/GIT/benchmarks-js/node_modules/lodash/lodash.js:532:21
      1    0.0%    0.0%  Function: ~Stack /Users/danielo/GIT/benchmarks-js/node_modules/lodash/lodash.js:2301:19
      1    0.0%    0.0%  Function: ~SimpleSlice native array.js:211:21
      1    0.0%    0.0%  Function: ~SimpleMove native array.js:220:20
      1    0.0%    0.0%  Function: ~Object native v8natives.js:18:27
      1    0.0%    0.0%  Function: ~MaxSimple native max-min.js:5:19
      1    0.0%    0.0%  Function: ~GetExistingHash native collection.js:69:25
      1    0.0%    0.0%  Function: ~ComputeSpliceStartIndex native array.js:474:33
      1    0.0%    0.0%  Function: ~ArraySpeciesCreate native array.js:22:28
      1    0.0%    0.0%  Function: ~<anonymous> /Users/danielo/GIT/benchmarks-js/src/benchmarks/transducers-dry.js:1:11
      1    0.0%    0.0%  Function: ~<anonymous> /Users/danielo/GIT/benchmarks-js/node_modules/lodash/lodash.js:4936:22
      1    0.0%    0.0%  Function: ~<anonymous> /Users/danielo/GIT/benchmarks-js/node_modules/lodash/lodash.js:1691:22
      1    0.0%    0.0%  Function: ~<anonymous> /Users/danielo/GIT/benchmarks-js/node_modules/lodash/lodash.js:1218:20
      1    0.0%    0.0%  Function: ~<anonymous> /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1411:42
      1    0.0%    0.0%  Function: ~<anonymous> /Users/danielo/GIT/benchmarks-js/node_modules/benchmark/benchmark.js:1272:55
      1    0.0%    0.0%  Builtin: StringToNumber
      1    0.0%    0.0%  Builtin: StringIndexOf
      1    0.0%    0.0%  Builtin: ReflectApply
      1    0.0%    0.0%  Builtin: InterpreterPushUndefinedAndArgsThenCall
      1    0.0%    0.0%  Builtin: InterpreterPushArgsThenConstructFunction
      1    0.0%    0.0%  Builtin: InterpreterPushArgsThenCallFunction
      1    0.0%    0.0%  Builtin: FunctionPrototypeCall
      1    0.0%    0.0%  Builtin: FunctionConstructor
      1    0.0%    0.0%  Builtin: FastArrayPush
      1    0.0%    0.0%  Builtin: CallVarargs
      1    0.0%    0.0%  Builtin: ArraySlice

 [C++]:
   ticks  total  nonlib   name
   1178    1.7%    1.7%  T ___kdebug_trace_string
    891    1.2%    1.3%  T ___pthread_sigmask
    791    1.1%    1.1%  t v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::FastHoleyDoubleElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)5> >::Add(v8::internal::Handle<v8::internal::JSObject>, unsigned int, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyAttributes, unsigned int)
    584    0.8%    0.8%  T v8::internal::JSObject::AddDataElement(v8::internal::Handle<v8::internal::JSObject>, unsigned int, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyAttributes, v8::internal::Object::ShouldThrow)
    561    0.8%    0.8%  T void v8::internal::LookupIterator::Start<true>()
    495    0.7%    0.7%  t v8::internal::LookupIterator::LookupIterator(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, unsigned int, v8::internal::LookupIterator::Configuration)
    479    0.7%    0.7%  t v8::internal::LookupIterator::State v8::internal::LookupIterator::LookupInRegularHolder<true>(v8::internal::Map*, v8::internal::JSReceiver*)
    450    0.6%    0.6%  t v8::internal::Heap::AllocateRaw(int, v8::internal::AllocationSpace, v8::internal::AllocationAlignment)
    397    0.6%    0.6%  T v8::internal::IncrementalMarking::Step(unsigned long, v8::internal::IncrementalMarking::CompletionAction, v8::internal::IncrementalMarking::ForceCompletionAction, v8::internal::StepOrigin)
    389    0.5%    0.6%  t v8::internal::(anonymous namespace)::FastDoubleElementsAccessor<v8::internal::(anonymous namespace)::FastHoleyDoubleElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)5> >::GetImpl(v8::internal::Isolate*, v8::internal::FixedArrayBase*, unsigned int)
    364    0.5%    0.5%  t v8::internal::ConsString* v8::internal::String::VisitFlat<v8::internal::IteratingStringHasher>(v8::internal::IteratingStringHasher*, v8::internal::String*, int)
    336    0.5%    0.5%  T v8::internal::Factory::SetNumberStringCache(v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::String>)
    295    0.4%    0.4%  T v8::internal::Object::AddDataProperty(v8::internal::LookupIterator*, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyAttributes, v8::internal::Object::ShouldThrow, v8::internal::Object::StoreFromKeyed)
    285    0.4%    0.4%  T v8::internal::LookupIterator::PropertyOrElement(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, bool*, v8::internal::LookupIterator::Configuration)
    284    0.4%    0.4%  T v8::internal::Runtime_CreateDataProperty(int, v8::internal::Object**, v8::internal::Isolate*)
    245    0.3%    0.3%  T v8::internal::LookupIterator::FetchValue() const
    220    0.3%    0.3%  T v8::internal::IntToCString(int, v8::internal::Vector<char>)
    215    0.3%    0.3%  T v8::internal::Runtime_HasProperty(int, v8::internal::Object**, v8::internal::Isolate*)
    201    0.3%    0.3%  T v8::internal::JSReceiver::CreateDataProperty(v8::internal::LookupIterator*, v8::internal::Handle<v8::internal::Object>, v8::internal::Object::ShouldThrow)
    186    0.3%    0.3%  t _szone_malloc_should_clear
    180    0.3%    0.3%  t v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::FastHoleyDoubleElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)5> >::GetEntryForIndex(v8::internal::Isolate*, v8::internal::JSObject*, v8::internal::FixedArrayBase*, unsigned int)
    175    0.2%    0.2%  T v8::internal::Runtime::GetObjectProperty(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, bool*)
    166    0.2%    0.2%  T v8::internal::JSObject::GetElementsAccessor()
    164    0.2%    0.2%  T v8::internal::IncrementalMarking::WhiteToGreyAndPush(v8::internal::HeapObject*)
    161    0.2%    0.2%  T v8::internal::Runtime_GetProperty(int, v8::internal::Object**, v8::internal::Isolate*)
    145    0.2%    0.2%  T v8::internal::Object::GetProperty(v8::internal::LookupIterator*)
    135    0.2%    0.2%  T _getsockname
    133    0.2%    0.2%  T v8::internal::Factory::NewStringFromOneByte(v8::internal::Vector<unsigned char const>, v8::internal::PretenureFlag)
    126    0.2%    0.2%  t v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::FastHoleyObjectElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)3> >::GetEntryForIndex(v8::internal::Isolate*, v8::internal::JSObject*, v8::internal::FixedArrayBase*, unsigned int)
    122    0.2%    0.2%  t v8::internal::LookupIterator::PropertyOrElement(v8::internal::Isolate*, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Name>, v8::internal::Handle<v8::internal::JSReceiver>, v8::internal::LookupIterator::Configuration)
    122    0.2%    0.2%  T v8::internal::JSObject::DefineOwnPropertyIgnoreAttributes(v8::internal::LookupIterator*, v8::internal::Handle<v8::internal::Object>, v8::internal::PropertyAttributes, v8::internal::Object::ShouldThrow, v8::internal::JSObject::AccessorInfoHandling)
    121    0.2%    0.2%  t void v8::internal::LookupIterator::NextInternal<true>(v8::internal::Map*, v8::internal::JSReceiver*)
    121    0.2%    0.2%  t ___vfprintf
    121    0.2%    0.2%  T v8::internal::Factory::NewHeapNumber(v8::internal::MutableMode, v8::internal::PretenureFlag)
    116    0.2%    0.2%  T v8::internal::String::ComputeAndSetHash()
    116    0.2%    0.2%  T v8::internal::Factory::NewNumber(double, v8::internal::PretenureFlag)
    114    0.2%    0.2%  T v8::internal::Factory::NewRawOneByteString(int, v8::internal::PretenureFlag)
    108    0.2%    0.2%  T v8::internal::Factory::NumberToString(v8::internal::Handle<v8::internal::Object>, bool)
     97    0.1%    0.1%  T v8::internal::Heap::AllocateRawOneByteString(int, v8::internal::PretenureFlag)
     89    0.1%    0.1%  T v8::internal::JSObject::IsExtensible(v8::internal::Handle<v8::internal::JSObject>)
     85    0.1%    0.1%  T v8::internal::Scanner::Scan()
     82    0.1%    0.1%  T v8::internal::JSObject::CreateDataProperty(v8::internal::LookupIterator*, v8::internal::Handle<v8::internal::Object>, v8::internal::Object::ShouldThrow)
     77    0.1%    0.1%  T v8::internal::Factory::GetNumberStringCache(v8::internal::Handle<v8::internal::Object>)
     69    0.1%    0.1%  t v8::internal::Worklist<v8::internal::HeapObject*, 64>::Pop(int, v8::internal::HeapObject**)
     68    0.1%    0.1%  t v8::internal::Worklist<v8::internal::HeapObject*, 64>::Push(int, v8::internal::HeapObject*)
     68    0.1%    0.1%  T v8::internal::Heap::AllocateHeapNumber(v8::internal::MutableMode, v8::internal::PretenureFlag)
     65    0.1%    0.1%  T v8::internal::Runtime_NumberToString(int, v8::internal::Object**, v8::internal::Isolate*)
     64    0.1%    0.1%  t v8::internal::ParserBase<v8::internal::Parser>::ParseAssignmentExpression(bool, bool*)
     62    0.1%    0.1%  T __platform_memcmp
     61    0.1%    0.1%  T v8::internal::Zone::New(unsigned long)
     58    0.1%    0.1%  t v8::internal::HeapObject::SizeFromMap(v8::internal::Map*) const
     54    0.1%    0.1%  T v8::internal::Space::AllocationStep(unsigned char*, int)
     53    0.1%    0.1%  t v8::internal::StatsCounter::Increment()
     52    0.1%    0.1%  t node::(anonymous namespace)::ContextifyScript::New(v8::FunctionCallbackInfo<v8::Value> const&)
     51    0.1%    0.1%  T v8::internal::Scanner::Next()
     50    0.1%    0.1%  t v8::internal::(anonymous namespace)::CopySmiToDoubleElements(v8::internal::FixedArrayBase*, unsigned int, v8::internal::FixedArrayBase*, unsigned int, int)
     50    0.1%    0.1%  T v8::internal::Scanner::ScanIdentifierOrKeyword()
     50    0.1%    0.1%  T v8::internal::IsMoreGeneralElementsKindTransition(v8::internal::ElementsKind, v8::internal::ElementsKind)
     49    0.1%    0.1%  T v8::internal::JSReceiver::HasProperty(v8::internal::LookupIterator*)
     48    0.1%    0.1%  t v8::internal::ShouldConvertToSlowElements(v8::internal::JSObject*, unsigned int, unsigned int, unsigned int*)
     47    0.1%    0.1%  t ___vfwscanf
     46    0.1%    0.1%  t v8::internal::LookupIterator::GetStoreTarget() const
     46    0.1%    0.1%  T v8::internal::JSReceiver::GetPropertyAttributes(v8::internal::LookupIterator*)
     46    0.1%    0.1%  T v8::internal::Heap::AllocateFixedArrayWithFiller(int, v8::internal::PretenureFlag, v8::internal::Object*)
     44    0.1%    0.1%  t v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::FastHoleyObjectElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)3> >::GetImpl(v8::internal::Isolate*, v8::internal::FixedArrayBase*, unsigned int)
     43    0.1%    0.1%  t void v8::internal::String::WriteToFlat<unsigned short>(v8::internal::String*, unsigned short*, int, int)
     42    0.1%    0.1%  T v8::internal::String::SlowAsArrayIndex(unsigned int*)
     42    0.1%    0.1%  T v8::internal::String::CalculateLineEnds(v8::internal::Handle<v8::internal::String>, bool)
     39    0.1%    0.1%  t v8::internal::LookupIterator::ExtendingNonExtensible(v8::internal::Handle<v8::internal::JSObject>)
     36    0.1%    0.1%  t _tiny_malloc_from_free_list
     36    0.1%    0.1%  t _szone_pressure_relief
     36    0.1%    0.1%  T v8::internal::interpreter::BytecodeArrayWriter::EmitBytecode(v8::internal::interpreter::BytecodeNode const*)
     36    0.1%    0.1%  T v8::internal::HashTable<v8::internal::StringTable, v8::internal::StringTableShape>::FindEntry(v8::internal::Isolate*, v8::internal::StringTableKey*)
     35    0.0%    0.0%  T v8::internal::StringHasher::GetHashField()
     35    0.0%    0.0%  T v8::internal::Runtime_RegExpExecMultiple(int, v8::internal::Object**, v8::internal::Isolate*)
     32    0.0%    0.0%  t void v8::internal::String::WriteToFlat<unsigned char>(v8::internal::String*, unsigned char*, int, int)
     32    0.0%    0.0%  t __malloc_initialize
     31    0.0%    0.0%  t _update_cache_for_file_streams
     29    0.0%    0.0%  T v8::internal::Heap::FullSizeNumberStringCacheLength()
     28    0.0%    0.0%  T v8::internal::ScopeInfo::Create(v8::internal::Isolate*, v8::internal::Zone*, v8::internal::Scope*, v8::internal::MaybeHandle<v8::internal::ScopeInfo>)
     28    0.0%    0.0%  T v8::internal::Scanner::ScanString()
     27    0.0%    0.0%  t v8::internal::ParserBase<v8::internal::Parser>::ParseBinaryExpression(int, bool, bool*)
     27    0.0%    0.0%  T _getsgroups_np
     26    0.0%    0.0%  t v8::internal::ExpressionClassifier<v8::internal::ParserTypes<v8::internal::Parser> >::Accumulate(v8::internal::ExpressionClassifier<v8::internal::ParserTypes<v8::internal::Parser> >*, unsigned int, bool)
     26    0.0%    0.0%  t v8::base::TemplateHashMapImpl<void*, void*, v8::base::HashEqualityThenKeyMatcher<void*, bool (*)(void*, void*)>, v8::base::DefaultAllocationPolicy>::Probe(void* const&, unsigned int) const
     26    0.0%    0.0%  t unsigned int v8::internal::StringHasher::HashSequentialString<unsigned char>(unsigned char const*, int, unsigned int)
     26    0.0%    0.0%  T v8::internal::Heap::Scavenge()
     25    0.0%    0.0%  t v8::internal::ParserBase<v8::internal::Parser>::ParsePrimaryExpression(bool*, bool*)
     24    0.0%    0.0%  t void v8::internal::Scanner::Advance<false, true>()
     24    0.0%    0.0%  t v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::FastHoleyObjectElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)3> >::Get(v8::internal::Handle<v8::internal::JSObject>, unsigned int)
     23    0.0%    0.0%  t v8::internal::ParserBase<v8::internal::Parser>::ParseExpressionCoverGrammar(bool, bool*)
     23    0.0%    0.0%  t _internal_catch_exception_raise_state_identity
     23    0.0%    0.0%  T v8::internal::IteratingStringHasher::VisitConsString(v8::internal::ConsString*)
     22    0.0%    0.0%  t v8::internal::LookupIterator::State v8::internal::LookupIterator::LookupInRegularHolder<false>(v8::internal::Map*, v8::internal::JSReceiver*)
     22    0.0%    0.0%  T v8::internal::String::IsOneByteEqualTo(v8::internal::Vector<unsigned char const>)
     21    0.0%    0.0%  t v8::internal::interpreter::BytecodeGenerator::VisitNoStackOverflowCheck(v8::internal::AstNode*)
     21    0.0%    0.0%  t ___fputwc
     21    0.0%    0.0%  T v8::internal::Parser::ParseFunctionLiteral(v8::internal::AstRawString const*, v8::internal::Scanner::Location, v8::internal::FunctionNameValidity, v8::internal::FunctionKind, int, v8::internal::FunctionLiteral::FunctionType, v8::internal::LanguageMode, bool*)
     21    0.0%    0.0%  T v8::internal::JSArray::WouldChangeReadOnlyLength(v8::internal::Handle<v8::internal::JSArray>, unsigned int)
     21    0.0%    0.0%  T v8::internal::Context::Lookup(v8::internal::Handle<v8::internal::String>, v8::internal::ContextLookupFlags, int*, v8::internal::PropertyAttributes*, v8::internal::InitializationFlag*, v8::internal::VariableMode*)
     20    0.0%    0.0%  t void v8::internal::Scanner::Advance<false, false>()
     20    0.0%    0.0%  t v8::internal::(anonymous namespace)::CompileUnoptimizedCode(v8::internal::CompilationInfo*, v8::internal::ConcurrencyMode)
     20    0.0%    0.0%  t _mvm_allocate_pages
     20    0.0%    0.0%  t _insert_node
     19    0.0%    0.0%  t v8::internal::KeywordOrIdentifierToken(unsigned char const*, int)
     19    0.0%    0.0%  t v8::internal::(anonymous namespace)::ElementsAccessorBase<v8::internal::(anonymous namespace)::FastHoleyDoubleElementsAccessor, v8::internal::(anonymous namespace)::ElementsKindTraits<(v8::internal::ElementsKind)5> >::Get(v8::internal::Handle<v8::internal::JSObject>, unsigned int)
     19    0.0%    0.0%  T v8::internal::Scanner::TryToParseSourceURLComment()
     19    0.0%    0.0%  T v8::internal::LookupIterator::GetDataValue() const
     19    0.0%    0.0%  T _sscanf
     18    0.0%    0.0%  t v8::internal::ParserBase<v8::internal::Parser>::ParseExpressionOrLabelledStatement(v8::internal::ZoneList<v8::internal::AstRawString const*>*, v8::internal::AllowLabelledFunctionStatement, bool*)
     18    0.0%    0.0%  t v8::internal::ParserBase<v8::internal::Parser>::Check(v8::internal::Token::Value)
     18    0.0%    0.0%  t v8::internal::AstNumberingVisitor::VisitNoStackOverflowCheck(v8::internal::AstNode*)
     18    0.0%    0.0%  t v8::internal::(anonymous namespace)::Invoke(v8::internal::Isolate*, bool, v8::internal::Handle<v8::internal::Object>, v8::internal::Handle<v8::internal::Object>, int, v8::internal::Handle<v8::internal::Object>*, v8::internal::Handle<v8::internal::Object>, v8::internal::Execution::MessageHandling)
     17    0.0%    0.0%  t v8::internal::Scanner::HandleLeadSurrogate()
     17    0.0%    0.0%  t v8::internal::ParserBase<v8::internal::Parser>::ParsePostfixExpression(bool*)
     17    0.0%    0.0%  t _malloc_zone_register_while_locked
     17    0.0%    0.0%  T v8::internal::CompilationJob::RecordUnoptimizedCompilationStats() const
     17    0.0%    0.0%  T _ptrace
     16    0.0%    0.0%  t v8::internal::ParserBase<v8::internal::Parser>::ParseVariableDeclarations(v8::internal::ParserBase<v8::internal::Parser>::VariableDeclarationContext, v8::internal::ParserBase<v8::internal::Parser>::DeclarationParsingResult*, v8::internal::ZoneList<v8::internal::AstRawString const*>*, bool*)
     16    0.0%    0.0%  t v8::internal::ParserBase<v8::internal::Parser>::ParseMemberExpression(bool*, bool*)
     16    0.0%    0.0%  t v8::internal::ParserBase<v8::internal::Parser>::ParseLeftHandSideExpression(bool*)
     16    0.0%    0.0%  t v8::internal::(anonymous namespace)::CreateDynamicFunction(v8::internal::Isolate*, v8::internal::BuiltinArguments, char const*)
     16    0.0%    0.0%  t ___find_warguments
     16    0.0%    0.0%  T v8::internal::FeedbackVector::New(v8::internal::Isolate*, v8::internal::Handle<v8::internal::SharedFunctionInfo>)
     16    0.0%    0.0%  T _tempnam
     15    0.0%    0.0%  t void v8::internal::RelocInfo::Visit<v8::internal::IncrementalMarkingMarkingVisitor>(v8::internal::Isolate*, v8::internal::IncrementalMarkingMarkingVisitor*)
     15    0.0%    0.0%  t v8::internal::StringReplaceGlobalRegExpWithString(v8::internal::Isolate*, v8::internal::Handle<v8::internal::String>, v8::internal::Handle<v8::internal::JSRegExp>, v8::internal::Handle<v8::internal::String>, v8::internal::Handle<v8::internal::RegExpMatchInfo>)
     15    0.0%    0.0%  t int v8::internal::BinarySearch<(v8::internal::SearchMode)1, v8::internal::DescriptorArray>(v8::internal::DescriptorArray*, v8::internal::Name*, int, int*)
     15    0.0%    0.0%  t _szone_batch_free
     15    0.0%    0.0%  T v8::internal::Parser::Parser(v8::internal::ParseInfo*)
     14    0.0%    0.0%  t v8::internal::ParserBase<v8::internal::Parser>::ParseAndClassifyIdentifier(bool*)
